Date,Close
2/01/2019,137.8150634765625
3/01/2019,131.8936309814453
4/01/2019,126.71661376953125
7/01/2019,122.17562103271484
8/01/2019,118.27188110351562
9/01/2019,114.92400360107422
10/01/2019,112.02899169921875
11/01/2019,109.48717498779297
14/01/2019,107.21241760253906
15/01/2019,105.13495635986328
16/01/2019,103.20099639892578
17/01/2019,101.37081909179688
18/01/2019,99.61638641357422
22/01/2019,97.91899108886719
23/01/2019,96.26700592041016
24/01/2019,94.65392303466797
25/01/2019,93.0767593383789
28/01/2019,91.53479766845703
29/01/2019,90.02854919433594
30/01/2019,88.55908203125
31/01/2019,87.1275863647461
1/02/2019,85.73500061035156
4/02/2019,84.38194274902344
5/02/2019,83.06863403320312
6/02/2019,81.79486846923828
7/02/2019,80.56014251708984
8/02/2019,79.36365509033203
11/02/2019,78.20442962646484
12/02/2019,77.08134460449219
13/02/2019,75.99320220947266
14/02/2019,74.93878173828125
15/02/2019,73.91687774658203
19/02/2019,72.92631530761719
20/02/2019,71.96595001220703
21/02/2019,71.03472900390625
22/02/2019,70.1316146850586
25/02/2019,69.25566101074219
26/02/2019,68.40596008300781
27/02/2019,67.58164978027344
28/02/2019,66.78192901611328
1/03/2019,66.00602722167969
4/03/2019,65.2531967163086
5/03/2019,64.52275085449219
6/03/2019,63.813995361328125
7/03/2019,63.126285552978516
8/03/2019,62.45899200439453
11/03/2019,61.811500549316406
12/03/2019,61.18323516845703
13/03/2019,60.5736198425293
14/03/2019,59.98210144042969
15/03/2019,59.40814208984375
18/03/2019,58.851219177246094
19/03/2019,58.31083679199219
20/03/2019,57.7864990234375
21/03/2019,57.27773666381836
22/03/2019,56.784088134765625
25/03/2019,56.30510711669922
26/03/2019,55.840362548828125
27/03/2019,55.389434814453125
28/03/2019,54.9519157409668
29/03/2019,54.52741241455078
1/04/2019,54.115535736083984
2/04/2019,53.715919494628906
3/04/2019,53.32820129394531
4/04/2019,52.95203399658203
5/04/2019,52.587074279785156
8/04/2019,52.232994079589844
9/04/2019,51.889469146728516
10/04/2019,51.55619812011719
11/04/2019,51.232872009277344
12/04/2019,50.9192008972168
15/04/2019,50.614898681640625
16/04/2019,50.3196907043457
17/04/2019,50.03330612182617
18/04/2019,49.7554931640625
22/04/2019,49.48598861694336
23/04/2019,49.224552154541016
24/04/2019,48.970947265625
25/04/2019,48.724937438964844
26/04/2019,48.486305236816406
29/04/2019,48.254825592041016
30/04/2019,48.03028869628906
1/05/2019,47.8124885559082
2/05/2019,47.601226806640625
3/05/2019,47.39631271362305
6/05/2019,47.19755554199219
7/05/2019,47.0047721862793
8/05/2019,46.817787170410156
9/05/2019,46.63642501831055
10/05/2019,46.46051788330078
13/05/2019,46.2899055480957
14/05/2019,46.12443161010742
15/05/2019,45.96393966674805
16/05/2019,45.808284759521484
17/05/2019,45.65732192993164
20/05/2019,45.51091384887695
21/05/2019,45.368919372558594
22/05/2019,45.23120880126953
23/05/2019,45.097652435302734
24/05/2019,44.96812438964844
28/05/2019,44.84251403808594
29/05/2019,44.7206916809082
30/05/2019,44.60255432128906
31/05/2019,44.48798370361328
3/06/2019,44.37688064575195
4/06/2019,44.269134521484375
5/06/2019,44.164649963378906
6/06/2019,44.06332015991211
7/06/2019,43.96506118774414
10/06/2019,43.869773864746094
11/06/2019,43.77737045288086
12/06/2019,43.687767028808594
13/06/2019,43.60087585449219
14/06/2019,43.51661682128906
17/06/2019,43.434913635253906
18/06/2019,43.355682373046875
19/06/2019,43.27885818481445
20/06/2019,43.20436096191406
21/06/2019,43.132118225097656
24/06/2019,43.06207275390625
25/06/2019,42.99414825439453
26/06/2019,42.928279876708984
27/06/2019,42.864418029785156
28/06/2019,42.802490234375
1/07/2019,42.7424430847168
2/07/2019,42.68421936035156
3/07/2019,42.62776184082031
5/07/2019,42.57301712036133
8/07/2019,42.51993942260742
9/07/2019,42.46847152709961
10/07/2019,42.41856384277344
11/07/2019,42.37017822265625
12/07/2019,42.32326126098633
15/07/2019,42.277767181396484
16/07/2019,42.23365783691406
17/07/2019,42.190887451171875
18/07/2019,42.149417877197266
19/07/2019,42.10921096801758
22/07/2019,42.07022476196289
23/07/2019,42.03242111206055
24/07/2019,41.99577331542969
25/07/2019,41.960235595703125
26/07/2019,41.92578125
29/07/2019,41.89237594604492
30/07/2019,41.8599853515625
31/07/2019,41.82857894897461
1/08/2019,41.79813003540039
2/08/2019,41.76860809326172
5/08/2019,41.739986419677734
6/08/2019,41.71223449707031
7/08/2019,41.68532943725586
8/08/2019,41.659236907958984
9/08/2019,41.63394546508789
12/08/2019,41.60942077636719
13/08/2019,41.58564376831055
14/08/2019,41.56258773803711
15/08/2019,41.54023361206055
16/08/2019,41.51856231689453
19/08/2019,41.49755096435547
20/08/2019,41.47718048095703
21/08/2019,41.45743179321289
22/08/2019,41.43828201293945
23/08/2019,41.419715881347656
26/08/2019,41.40171432495117
27/08/2019,41.38426208496094
28/08/2019,41.36734390258789
29/08/2019,41.35093688964844
30/08/2019,41.33503341674805
3/09/2019,41.31961441040039
4/09/2019,41.30466079711914
5/09/2019,41.290164947509766
6/09/2019,41.2761116027832
9/09/2019,41.26248550415039
10/09/2019,41.24927520751953
11/09/2019,41.23646545410156
12/09/2019,41.22404861450195
13/09/2019,41.21200942993164
16/09/2019,41.20033645629883
17/09/2019,41.189022064208984
18/09/2019,41.17805099487305
19/09/2019,41.167415618896484
20/09/2019,41.157100677490234
23/09/2019,41.14710235595703
24/09/2019,41.13740921020508
25/09/2019,41.128013610839844
26/09/2019,41.11890411376953
27/09/2019,41.110069274902344
30/09/2019,41.101505279541016
1/10/2019,41.093204498291016
2/10/2019,41.08515548706055
3/10/2019,41.07735061645508
4/10/2019,41.069786071777344
7/10/2019,41.06245040893555
8/10/2019,41.05533981323242
9/10/2019,41.04844284057617
10/10/2019,41.0417594909668
11/10/2019,41.0352783203125
14/10/2019,41.028995513916016
15/10/2019,41.02290344238281
16/10/2019,41.016998291015625
17/10/2019,41.011268615722656
18/10/2019,41.005714416503906
21/10/2019,41.00033187866211
22/10/2019,40.9951171875
23/10/2019,40.990055084228516
24/10/2019,40.98514938354492
25/10/2019,40.98039627075195
28/10/2019,40.97578430175781
29/10/2019,40.971317291259766
